6:46 AM - 21 Oct 2015|A15 A Waitrose B Dark stores #stratethon @snapdealdiaries 
6:40 AM - 21 Oct 2015|A14 Pocket watch #stratethon @snapdealdiaries 
6:31 AM - 21 Oct 2015|A13 Rs 10 coin #stratethon @snapdealdiaries 
6:25 AM - 21 Oct 2015|A12 Whatsapp default background #stratethon @snapdealdiaries 
6:09 AM - 21 Oct 2015|If you think you got the first 2 questions right re-tweet #stratethon @snapdealdiaries pic twitter com sPBxeBm5Xy 
6:09 AM - 21 Oct 2015|A9 Boris Bikes #stratethon @snapdealdiaries 
6:02 AM - 21 Oct 2015|A8 IIT #stratethon @snapdealdiaries 
5:57 AM - 21 Oct 2015|A7 windows codenames #stratethon @snapdealdiaries 
5:52 AM - 21 Oct 2015|A6 Daytona #stratethon @snapdealdiaries 
5:42 AM - 21 Oct 2015|A4 palindrome after removing first letter #stratethon @snapdealdiaries 
5:39 AM - 21 Oct 2015|A3 I don't know what I may seem to the world #stratethon @snapdealdiaries 
5:35 AM - 21 Oct 2015|If you think you got the first 2 questions right #stratethon @snapdealdiaries pic twitter com 1WKCLyEf0A 
5:34 AM - 21 Oct 2015|A2 android #stratethon @snapdealdiaries 
4:42 AM - 11 Feb 2014|I believe Moyes needs time and patience I'm convinced of that At least until Wednesday night anyway 
9:12 AM - 7 Feb 2014|CLATTERMOLE available for Sunderland this weekend Premier League knees weep in unison http mirr im 1fEiSdJ 
5:55 AM - 5 Feb 2014|Will Ashley Cole rejoin in the summer No I must say when I heard that little bit speculation I nearly swerved off the road 
